dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9
-0.8871680498123169,0.5849541425704956,1.5335643291473389,0.5242898464202881,2.2871768474578857,-0.694179117679596,-0.08244363218545914,0.4608992338180542,0.593661904335022,-0.8844982385635376
0.13541913032531738,0.441340833902359,-0.8467998504638672,-0.3362175524234772,0.1972820907831192,0.09403010457754135,-0.641605019569397,0.11150728166103363,0.20379728078842163,-0.3415140211582184
0.4493778645992279,1.046722412109375,-0.9483354091644287,-0.5966594815254211,0.12832129001617432,-0.578978419303894,-0.6997837424278259,0.8525182008743286,0.2530127763748169,-0.5377396941184998
-0.3065842092037201,-1.1301809549331665,0.3601328730583191,1.6535753011703491,0.27391761541366577,1.021549940109253,0.5434126257896423,-1.551187515258789,-0.5505803227424622,0.014110511168837547
-0.5411922931671143,-0.7508068680763245,0.46290338039398193,1.0476434230804443,0.6322823762893677,-0.7544529438018799,-1.673344373703003,0.11489246785640717,1.4817464351654053,0.2768042981624603
1.286331057548523,-0.18850776553153992,1.8678916692733765,2.1454079151153564,0.1867300420999527,0.877321720123291,1.0140007734298706,-0.4421233534812927,-0.25316670536994934,0.03237716853618622
-0.12192945927381516,-0.6127604842185974,-0.1888306438922882,-1.1626392602920532,0.4063841998577118,0.7634017467498779,-0.005478395149111748,0.7653830051422119,-1.0443669557571411,0.8224776387214661
-0.13306064903736115,-0.06632490456104279,-1.189634084701538,0.5505426526069641,0.4951888918876648,0.47594153881073,-0.410418301820755,0.17747296392917633,1.2066692113876343,1.1831133365631104
-0.015441471710801125,-0.45991837978363037,-0.5849166512489319,-0.7469525337219238,0.26135772466659546,1.2406481504440308,-0.4894734025001526,-1.3868975639343262,0.06992397457361221,-0.7757107019424438
-0.0020278417505323887,1.1513878107070923,0.4698784351348877,0.431196004152298,-0.5551140308380127,-0.3620178699493408,-2.433696985244751,-0.6820425987243652,-1.2617965936660767,-0.5480613708496094
0.4496489465236664,-0.265208899974823,1.362625241279602,1.4842578172683716,-0.44171342253685,1.08633291721344,0.35961034893989563,-0.7290520071983337,-0.2913927137851715,-0.5370073914527893
-0.07233672589063644,0.7281986474990845,0.220376119017601,-1.8955323696136475,-0.8382954597473145,0.7174467444419861,0.5820637345314026,-1.1419169902801514,-0.2990247905254364,0.5010584592819214
-0.049146197736263275,0.4477355182170868,0.44019588828086853,-1.2200541496276855,0.1662207692861557,1.0338249206542969,-0.12001874297857285,0.4495084285736084,-0.12009634077548981,-0.7959686517715454
-0.7889418005943298,-1.8629943132400513,-0.4110272228717804,0.4298904836177826,0.321943998336792,0.111447773873806,-0.4734843969345093,0.19689610600471497,0.7668963074684143,-0.32064059376716614
-1.7803579568862915,-2.3996422290802,0.5040122866630554,0.9676226377487183,0.28747057914733887,0.41305291652679443,-0.5908430814743042,-0.9470212459564209,-0.03964855149388313,-1.1827284097671509
-0.10207771509885788,0.030286092311143875,0.6985730528831482,-0.28163763880729675,0.9863234758377075,1.4095544815063477,-0.975230872631073,1.1400744915008545,0.8157016038894653,0.169410839676857
-0.5805994868278503,-0.4274318814277649,-1.2820543050765991,-0.05139116197824478,0.04575381055474281,-0.2082722783088684,0.8314303159713745,-1.180422067642212,-0.9151288866996765,-0.6122094392776489
-0.7582781910896301,0.9382790923118591,-1.2649189233779907,-0.09927374124526978,0.2635136842727661,-0.758689284324646,0.7154778242111206,0.2869057059288025,-0.2544693648815155,-1.3540831804275513
-0.7267487645149231,-0.11646029353141785,-0.47083544731140137,0.1494910717010498,-0.44888752698898315,-0.49466291069984436,0.5713673233985901,1.039977788925171,-0.9793500900268555,0.008161952719092369
1.5817331075668335,-0.15205086767673492,0.026690451428294182,-0.8901985287666321,-0.026742208749055862,-0.08085227757692337,-1.51853609085083,0.7643992900848389,-0.1057242900133133,-0.07706478983163834
-0.9817579388618469,0.6686434745788574,-0.8632459044456482,0.49294182658195496,-0.28055307269096375,-1.0436069965362549,-0.9542214870452881,-1.6760716438293457,0.23469892144203186,0.33519068360328674
-0.4611550569534302,-0.8717992901802063,-1.4988058805465698,-1.4229118824005127,0.7485870122909546,1.283786416053772,-1.5691428184509277,0.6855874061584473,0.2037903070449829,0.4088539481163025
-1.2015455961227417,-0.2037791609764099,1.4028184413909912,-1.0072197914123535,-1.146966576576233,1.6468712091445923,-0.4240567982196808,1.279787302017212,1.1943453550338745,-0.5273511409759521
-0.07756020873785019,-0.9289003610610962,1.1928696632385254,0.346849262714386,0.5646893978118896,-0.028129257261753082,0.8323450088500977,-0.14247584342956543,-0.8813065886497498,0.7384656667709351
-0.2144850194454193,-1.1690659523010254,-0.8310543894767761,1.8434120416641235,1.053440809249878,0.25013038516044617,0.15035702288150787,-1.285780429840088,-2.209543466567993,0.022655954584479332
-1.7482959032058716,-1.3207249641418457,0.006620018742978573,0.20134440064430237,-0.399041086435318,1.1415698528289795,0.46154624223709106,0.5832298398017883,1.3569977283477783,-1.2300851345062256
0.36618465185165405,1.8294579982757568,-0.2841271162033081,-0.8541342616081238,-0.1862485706806183,-0.6838662028312683,1.2756694555282593,-0.17539718747138977,0.5101909637451172,0.8117892742156982
-0.017053283751010895,-0.19652244448661804,-0.0925767794251442,-0.33380115032196045,-0.2797340154647827,-0.9258265495300293,0.009015969932079315,0.2754686176776886,0.14080926775932312,-1.921729326248169
